-4.918795092182809954e-18;-4.145981995901863414e-18;-6.419095229614120519e-18;9.813702503554069474e-18;2.018689876649268592e-18;1.539617246387948946e-18;1.188176280456110874e-17;1.346750117105335935e-18;4.033196341375962053e-18;-5.370064361094006080e-18
-0.000000000000000000e+00;5.551115123125782702e-17;-5.551115123125782702e-17;8.326672684688674053e-17;6.938893903907228378e-17;-1.387778780781445676e-17;-1.110223024625156540e-16;-1.908195823574487804e-17;-1.387778780781445676e-16;9.714451465470119729e-17
-5.551115123125782702e-17;4.163336342344337027e-17;5.551115123125782702e-17;-1.110223024625156540e-16;0.000000000000000000e+00;6.245004513516505540e-17;1.110223024625156540e-16;3.469446951953614189e-17;-8.326672684688674053e-17;2.775557561562891351e-17
-0.000000000000000000e+00;-1.110223024625156540e-16;-0.000000000000000000e+00;-6.938893903907228378e-17;-7.632783294297951215e-17;-3.122502256758252770e-17;-1.110223024625156540e-16;2.775557561562891351e-17;-6.938893903907228378e-17;2.775557561562891351e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;5.551115123125782702e-17;-1.734723475976807094e-17;-4.510281037539698445e-17;-5.551115123125782702e-17;4.857225732735059864e-17;2.775557561562891351e-17;5.551115123125782702e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;1.665334536937734811e-16;-1.387778780781445676e-17;2.775557561562891351e-17;0.000000000000000000e+00;-1.561251128379126385e-17;-1.929879867024197893e-17;3.469446951953614189e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;1.110223024625156540e-16;-2.016616040823038247e-17;-0.000000000000000000e+00;-2.220446049250313081e-16;1.387778780781445676e-17;-5.551115123125782702e-17;5.551115123125782702e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;0.000000000000000000e+00;-1.387778780781445676e-17;-1.110223024625156540e-16;1.387778780781445676e-17;5.551115123125782702e-17;-5.551115123125782702e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-5.551115123125782702e-17;-2.775557561562891351e-17;1.214306433183764966e-17;-2.775557561562891351e-17;1.665334536937734811e-16;-5.551115123125782702e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;4.336808689942017736e-19;-0.000000000000000000e+00;-1.110223024625156540e-16;-0.000000000000000000e+00;2.775557561562891351e-17;-3.295974604355933479e-17;2.775557561562891351e-17;5.551115123125782702e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-5.551115123125782702e-17;4.163336342344337027e-17;0.000000000000000000e+00;2.775557561562891351e-17;0.000000000000000000e+00;-2.775557561562891351e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-1.355252715606880543e-20;-0.000000000000000000e+00;2.775557561562891351e-17;-2.220446049250313081e-16;6.938893903907228378e-18;-5.551115123125782702e-17;0.000000000000000000e+00;1.665334536937734811e-16
-0.000000000000000000e+00;-0.000000000000000000e+00;-3.388131789017201356e-21;-0.000000000000000000e+00;2.775557561562891351e-17;-1.110223024625156540e-16;-1.387778780781445676e-17;1.387778780781445676e-17;5.551115123125782702e-17;0.000000000000000000e+00
-0.000000000000000000e+00;-0.000000000000000000e+00;-4.235164736271501695e-22;1.084202172485504434e-19;0.000000000000000000e+00;-0.000000000000000000e+00;6.938893903907228378e-18;-1.110223024625156540e-16;5.551115123125782702e-17;-5.551115123125782702e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;5.293955920339377119e-23;-0.000000000000000000e+00;-1.734723475976807094e-18;2.775557561562891351e-17;0.000000000000000000e+00;1.110223024625156540e-16;0.000000000000000000e+00;1.387778780781445676e-17
